statistics_code,statistics_label,time_code,time_label,time,1_variable_code,1_variable_label,1_variable_attribute_code,1_variable_attribute_label,value,value_unit,value_variable_code,value_variable_label,value_q
81000,National accounts of the Federation,JAHR,Year,2025,DINSG,Germany,DG,Germany,4900,EUR,ETG006,Compens. of empl., monthly
81000,National accounts of the Federation,JAHR,Year,2025,DINSG,Germany,DG,Germany,287.614,EUR bn,STEU18,Income tax,p
81000,National accounts of the Federation,JAHR,Year,2025,DINSG,Germany,DG,Germany,2478.911,EUR bn,ETG004,Compensation of employees (national concept),p
81000,National accounts of the Federation,JAHR,Year,2025,DINSG,Germany,DG,Germany,4030,EUR,VST036,Gr.wages a.salaries per month per empl.(nat.conc.),p
81000,National accounts of the Federation,JAHR,Year,2025,DINSG,Germany,DG,Germany,2787,EUR,VST037,Net wages and sal. per month per empl. (nat.conc.),p
81000,National accounts of the Federation,JAHR,Year,2025,DINSG,Germany,DG,Germany,629.169,EUR bn,ABZ002,Income tax and social contributions of employees,p
81000,National accounts of the Federation,JAHR,Year,2002,DINSG,Germany,DG,Germany,143.97,EUR bn,SOZ003,Employees' social contributions,e
81000,National accounts of the Federation,JAHR,Year,2002,DINSG,Germany,DG,Germany,217.157,EUR bn,SOZ002,Employers' social contributions,e
81000,National accounts of the Federation,JAHR,Year,2002,DINSG,Germany,DG,Germany,642.953,EUR bn,VST013,Net wages and salaries (national concept),e
81000,National accounts of the Federation,JAHR,Year,2002,DINSG,Germany,DG,Germany,940.287,EUR bn,VST006,Gross wages and salaries (national concept),e
81000,National accounts of the Federation,JAHR,Year,2002,DINSG,Germany,DG,Germany,2720,EUR,ETG006,Compens. of empl., monthly
81000,National accounts of the Federation,JAHR,Year,2002,DINSG,Germany,DG,Germany,153.364,EUR bn,STEU18,Income tax,e
81000,National accounts of the Federation,JAHR,Year,2002,DINSG,Germany,DG,Germany,1157.444,EUR bn,ETG004,Compensation of employees (national concept),e
81000,National accounts of the Federation,JAHR,Year,2002,DINSG,Germany,DG,Germany,2210,EUR,VST036,Gr.wages a.salaries per month per empl.(nat.conc.),e
81000,National accounts of the Federation,JAHR,Year,2002,DINSG,Germany,DG,Germany,1511,EUR,VST037,Net wages and sal. per month per empl. (nat.conc.),e
81000,National accounts of the Federation,JAHR,Year,2002,DINSG,Germany,DG,Germany,297.334,EUR bn,ABZ002,Income tax and social contributions of employees,e
81000,National accounts of the Federation,JAHR,Year,2024,DINSG,Germany,DG,Germany,317.255,EUR bn,SOZ003,Employees' social contributions,p
81000,National accounts of the Federation,JAHR,Year,2024,DINSG,Germany,DG,Germany,410.613,EUR bn,SOZ002,Employers' social contributions,p
81000,National accounts of the Federation,JAHR,Year,2024,DINSG,Germany,DG,Germany,1355.476,EUR bn,VST013,Net wages and salaries (national concept),p
81000,National accounts of the Federation,JAHR,Year,2024,DINSG,Germany,DG,Germany,1947.236,EUR bn,VST006,Gross wages and salaries (national concept),p
81000,National accounts of the Federation,JAHR,Year,2024,DINSG,Germany,DG,Germany,4664,EUR,ETG006,Compens. of empl., monthly
81000,National accounts of the Federation,JAHR,Year,2024,DINSG,Germany,DG,Germany,274.505,EUR bn,STEU18,Income tax,p
81000,National accounts of the Federation,JAHR,Year,2024,DINSG,Germany,DG,Germany,2357.849,EUR bn,ETG004,Compensation of employees (national concept),p
81000,National accounts of the Federation,JAHR,Year,2024,DINSG,Germany,DG,Germany,3852,EUR,VST036,Gr.wages a.salaries per month per empl.(nat.conc.),p
81000,National accounts of the Federation,JAHR,Year,2024,DINSG,Germany,DG,Germany,2681,EUR,VST037,Net wages and sal. per month per empl. (nat.conc.),p
81000,National accounts of the Federation,JAHR,Year,2024,DINSG,Germany,DG,Germany,591.76,EUR bn,ABZ002,Income tax and social contributions of employees,p
81000,National accounts of the Federation,JAHR,Year,2003,DINSG,Germany,DG,Germany,148.5,EUR bn,SOZ003,Employees' social contributions,e
81000,National accounts of the Federation,JAHR,Year,2003,DINSG,Germany,DG,Germany,220.924,EUR bn,SOZ002,Employers' social contributions,e
81000,National accounts of the Federation,JAHR,Year,2003,DINSG,Germany,DG,Germany,639.52,EUR bn,VST013,Net wages and salaries (national concept),e
81000,National accounts of the Federation,JAHR,Year,2003,DINSG,Germany,DG,Germany,942.397,EUR bn,VST006,Gross wages and salaries (national concept),e
81000,National accounts of the Federation,JAHR,Year,2003,DINSG,Germany,DG,Germany,2771,EUR,ETG006,Compens. of empl., monthly
81000,National accounts of the Federation,JAHR,Year,2003,DINSG,Germany,DG,Germany,154.377,EUR bn,STEU18,Income tax,e
81000,National accounts of the Federation,JAHR,Year,2003,DINSG,Germany,DG,Germany,1163.321,EUR bn,ETG004,Compensation of employees (national concept),e
81000,National accounts of the Federation,JAHR,Year,2003,DINSG,Germany,DG,Germany,2245,EUR,VST036,Gr.wages a.salaries per month per empl.(nat.conc.),e
81000,National accounts of the Federation,JAHR,Year,2003,DINSG,Germany,DG,Germany,1524,EUR,VST037,Net wages and sal. per month per empl. (nat.conc.),e
81000,National accounts of the Federation,JAHR,Year,2003,DINSG,Germany,DG,Germany,302.877,EUR bn,ABZ002,Income tax and social contributions of employees,e
81000,National accounts of the Federation,JAHR,Year,2000,DINSG,Germany,DG,Germany,139.555,EUR bn,SOZ003,Employees' social contributions,e
81000,National accounts of the Federation,JAHR,Year,2000,DINSG,Germany,DG,Germany,217.052,EUR bn,SOZ002,Employers' social contributions,e
81000,National accounts of the Federation,JAHR,Year,2000,DINSG,Germany,DG,Germany,619.603,EUR bn,VST013,Net wages and salaries (national concept),e
81000,National accounts of the Federation,JAHR,Year,2000,DINSG,Germany,DG,Germany,914.598,EUR bn,VST006,Gross wages and salaries (national concept),e
81000,National accounts of the Federation,JAHR,Year,2000,DINSG,Germany,DG,Germany,2633,EUR,ETG006,Compens. of empl., monthly
81000,National accounts of the Federation,JAHR,Year,2000,DINSG,Germany,DG,Germany,155.44,EUR bn,STEU18,Income tax,e
81000,National accounts of the Federation,JAHR,Year,2000,DINSG,Germany,DG,Germany,1131.65,EUR bn,ETG004,Compensation of employees (national concept),e
81000,National accounts of the Federation,JAHR,Year,2000,DINSG,Germany,DG,Germany,2128,EUR,VST036,Gr.wages a.salaries per month per empl.(nat.conc.),e
81000,National accounts of the Federation,JAHR,Year,2000,DINSG,Germany,DG,Germany,1441,EUR,VST037,Net wages and sal. per month per empl. (nat.conc.),e
81000,National accounts of the Federation,JAHR,Year,2000,DINSG,Germany,DG,Germany,294.995,EUR bn,ABZ002,Income tax and social contributions of employees,e
81000,National accounts of the Federation,JAHR,Year,2023,DINSG,Germany,DG,Germany,299.318,EUR bn,SOZ003,Employees' social contributions,p
81000,National accounts of the Federation,JAHR,Year,2023,DINSG,Germany,DG,Germany,389.944,EUR bn,SOZ002,Employers' social contributions,p
81000,National accounts of the Federation,JAHR,Year,2023,DINSG,Germany,DG,Germany,1284.703,EUR bn,VST013,Net wages and salaries (national concept),p
81000,National accounts of the Federation,JAHR,Year,2023,DINSG,Germany,DG,Germany,1845.667,EUR bn,VST006,Gross wages and salaries (national concept),p
81000,National accounts of the Federation,JAHR,Year,2023,DINSG,Germany,DG,Germany,4436,EUR,ETG006,Compens. of empl., monthly
81000,National accounts of the Federation,JAHR,Year,2023,DINSG,Germany,DG,Germany,261.646,EUR bn,STEU18,Income tax,p
81000,National accounts of the Federation,JAHR,Year,2023,DINSG,Germany,DG,Germany,2235.611,EUR bn,ETG004,Compensation of employees (national concept),p
81000,National accounts of the Federation,JAHR,Year,2023,DINSG,Germany,DG,Germany,3662,EUR,VST036,Gr.wages a.salaries per month per empl.(nat.conc.),p
81000,National accounts of the Federation,JAHR,Year,2023,DINSG,Germany,DG,Germany,2549,EUR,VST037,Net wages and sal. per month per empl. (nat.conc.),p
81000,National accounts of the Federation,JAHR,Year,2023,DINSG,Germany,DG,Germany,560.964,EUR bn,ABZ002,Income tax and social contributions of employees,p
81000,National accounts of the Federation,JAHR,Year,2001,DINSG,Germany,DG,Germany,141.659,EUR bn,SOZ003,Employees' social contributions,e
81000,National accounts of the Federation,JAHR,Year,2001,DINSG,Germany,DG,Germany,217.052,EUR bn,SOZ002,Employers' social contributions,e
81000,National accounts of the Federation,JAHR,Year,2001,DINSG,Germany,DG,Germany,638.13,EUR bn,VST013,Net wages and salaries (national concept),e
81000,National accounts of the Federation,JAHR,Year,2001,DINSG,Germany,DG,Germany,931.938,EUR bn,VST006,Gross wages and salaries (national concept),e
81000,National accounts of the Federation,JAHR,Year,2001,DINSG,Germany,DG,Germany,2684,EUR,ETG006,Compens. of empl., monthly
81000,National accounts of the Federation,JAHR,Year,2001,DINSG,Germany,DG,Germany,152.149,EUR bn,STEU18,Income tax,e
81000,National accounts of the Federation,JAHR,Year,2001,DINSG,Germany,DG,Germany,1148.99,EUR bn,ETG004,Compensation of employees (national concept),e
81000,National accounts of the Federation,JAHR,Year,2001,DINSG,Germany,DG,Germany,2177,EUR,VST036,Gr.wages a.salaries per month per empl.(nat.conc.),e
81000,National accounts of the Federation,JAHR,Year,2001,DINSG,Germany,DG,Germany,1490,EUR,VST037,Net wages and sal. per month per empl. (nat.conc.),e
81000,National accounts of the Federation,JAHR,Year,2001,DINSG,Germany,DG,Germany,293.808,EUR bn,ABZ002,Income tax and social contributions of employees,e
81000,National accounts of the Federation,JAHR,Year,2022,DINSG,Germany,DG,Germany,282.625,EUR bn,SOZ003,Employees' social contributions,p
81000,National accounts of the Federation,JAHR,Year,2022,DINSG,Germany,DG,Germany,368.168,EUR bn,SOZ002,Employers' social contributions,p
81000,National accounts of the Federation,JAHR,Year,2022,DINSG,Germany,DG,Germany,1174.302,EUR bn,VST013,Net wages and salaries (national concept),p
81000,National accounts of the Federation,JAHR,Year,2022,DINSG,Germany,DG,Germany,1718.281,EUR bn,VST006,Gross wages and salaries (national concept),p
81000,National accounts of the Federation,JAHR,Year,2022,DINSG,Germany,DG,Germany,4179,EUR,ETG006,Compens. of empl., monthly
81000,National accounts of the Federation,JAHR,Year,2022,DINSG,Germany,DG,Germany,261.354,EUR bn,STEU18,Income tax,p
81000,National accounts of the Federation,JAHR,Year,2022,DINSG,Germany,DG,Germany,2086.449,EUR bn,ETG004,Compensation of employees (national concept),p
81000,National accounts of the Federation,JAHR,Year,2022,DINSG,Germany,DG,Germany,3441,EUR,VST036,Gr.wages a.salaries per month per empl.(nat.conc.),p
81000,National accounts of the Federation,JAHR,Year,2022,DINSG,Germany,DG,Germany,2352,EUR,VST037,Net wages and sal. per month per empl. (nat.conc.),p
81000,National accounts of the Federation,JAHR,Year,2022,DINSG,Germany,DG,Germany,543.979,EUR bn,ABZ002,Income tax and social contributions of employees,p
81000,National accounts of the Federation,JAHR,Year,2021,DINSG,Germany,DG,Germany,264.8,EUR bn,SOZ003,Employees' social contributions,e
81000,National accounts of the Federation,JAHR,Year,2021,DINSG,Germany,DG,Germany,347.704,EUR bn,SOZ002,Employers' social contributions,e
81000,National accounts of the Federation,JAHR,Year,2021,DINSG,Germany,DG,Germany,1111.111,EUR bn,VST013,Net wages and salaries (national concept),e
81000,National accounts of the Federation,JAHR,Year,2021,DINSG,Germany,DG,Germany,1620.539,EUR bn,VST006,Gross wages and salaries (national concept),e
81000,National accounts of the Federation,JAHR,Year,2021,DINSG,Germany,DG,Germany,4004,EUR,ETG006,Compens. of empl., monthly
81000,National accounts of the Federation,JAHR,Year,2021,DINSG,Germany,DG,Germany,244.628,EUR bn,STEU18,Income tax,e
81000,National accounts of the Federation,JAHR,Year,2021,DINSG,Germany,DG,Germany,1968.243,EUR bn,ETG004,Compensation of employees (national concept),e
81000,National accounts of the Federation,JAHR,Year,2021,DINSG,Germany,DG,Germany,3297,EUR,VST036,Gr.wages a.salaries per month per empl.(nat.conc.),e
81000,National accounts of the Federation,JAHR,Year,2021,DINSG,Germany,DG,Germany,2260,EUR,VST037,Net wages and sal. per month per empl. (nat.conc.),e
81000,National accounts of the Federation,JAHR,Year,2021,DINSG,Germany,DG,Germany,509.428,EUR bn,ABZ002,Income tax and social contributions of employees,e
81000,National accounts of the Federation,JAHR,Year,2020,DINSG,Germany,DG,Germany,251.7,EUR bn,SOZ003,Employees' social contributions,e
81000,National accounts of the Federation,JAHR,Year,2020,DINSG,Germany,DG,Germany,337.553,EUR bn,SOZ002,Employers' social contributions,e
81000,National accounts of the Federation,JAHR,Year,2020,DINSG,Germany,DG,Germany,1066.587,EUR bn,VST013,Net wages and salaries (national concept),e
81000,National accounts of the Federation,JAHR,Year,2020,DINSG,Germany,DG,Germany,1562.233,EUR bn,VST006,Gross wages and salaries (national concept),e
81000,National accounts of the Federation,JAHR,Year,2020,DINSG,Germany,DG,Germany,3879,EUR,ETG006,Compens. of empl., monthly
81000,National accounts of the Federation,JAHR,Year,2020,DINSG,Germany,DG,Germany,243.946,EUR bn,STEU18,Income tax,e
81000,National accounts of the Federation,JAHR,Year,2020,DINSG,Germany,DG,Germany,1899.786,EUR bn,ETG004,Compensation of employees (national concept),e
81000,National accounts of the Federation,JAHR,Year,2020,DINSG,Germany,DG,Germany,3190,EUR,VST036,Gr.wages a.salaries per month per empl.(nat.conc.),e
81000,National accounts of the Federation,JAHR,Year,2020,DINSG,Germany,DG,Germany,2178,EUR,VST037,Net wages and sal. per month per empl. (nat.conc.),e
81000,National accounts of the Federation,JAHR,Year,2020,DINSG,Germany,DG,Germany,495.646,EUR bn,ABZ002,Income tax and social contributions of employees,e
81000,National accounts of the Federation,JAHR,Year,2008,DINSG,Germany,DG,Germany,168.372,EUR bn,SOZ003,Employees' social contributions,e
81000,National accounts of the Federation,JAHR,Year,2008,DINSG,Germany,DG,Germany,232.309,EUR bn,SOZ002,Employers' social contributions,e
81000,National accounts of the Federation,JAHR,Year,2008,DINSG,Germany,DG,Germany,704.652,EUR bn,VST013,Net wages and salaries (national concept),e
81000,National accounts of the Federation,JAHR,Year,2008,DINSG,Germany,DG,Germany,1040.86,EUR bn,VST006,Gross wages and salaries (national concept),e
81000,National accounts of the Federation,JAHR,Year,2008,DINSG,Germany,DG,Germany,2920,EUR,ETG006,Compens. of empl., monthly
81000,National accounts of the Federation,JAHR,Year,2008,DINSG,Germany,DG,Germany,167.836,EUR bn,STEU18,Income tax,e
81000,National accounts of the Federation,JAHR,Year,2008,DINSG,Germany,DG,Germany,1273.169,EUR bn,ETG004,Compensation of employees (national concept),e
81000,National accounts of the Federation,JAHR,Year,2008,DINSG,Germany,DG,Germany,2387,EUR,VST036,Gr.wages a.salaries per month per empl.(nat.conc.),e
81000,National accounts of the Federation,JAHR,Year,2008,DINSG,Germany,DG,Germany,1616,EUR,VST037,Net wages and sal. per month per empl. (nat.conc.),e
81000,National accounts of the Federation,JAHR,Year,2008,DINSG,Germany,DG,Germany,336.208,EUR bn,ABZ002,Income tax and social contributions of employees,e
81000,National accounts of the Federation,JAHR,Year,2009,DINSG,Germany,DG,Germany,173.56,EUR bn,SOZ003,Employees' social contributions,e
81000,National accounts of the Federation,JAHR,Year,2009,DINSG,Germany,DG,Germany,237.212,EUR bn,SOZ002,Employers' social contributions,e
81000,National accounts of the Federation,JAHR,Year,2009,DINSG,Germany,DG,Germany,707.601,EUR bn,VST013,Net wages and salaries (national concept),e
81000,National accounts of the Federation,JAHR,Year,2009,DINSG,Germany,DG,Germany,1043.931,EUR bn,VST006,Gross wages and salaries (national concept),e
81000,National accounts of the Federation,JAHR,Year,2009,DINSG,Germany,DG,Germany,2934,EUR,ETG006,Compens. of empl., monthly
81000,National accounts of the Federation,JAHR,Year,2009,DINSG,Germany,DG,Germany,162.77,EUR bn,STEU18,Income tax,e
81000,National accounts of the Federation,JAHR,Year,2009,DINSG,Germany,DG,Germany,1281.143,EUR bn,ETG004,Compensation of employees (national concept),e
81000,National accounts of the Federation,JAHR,Year,2009,DINSG,Germany,DG,Germany,2391,EUR,VST036,Gr.wages a.salaries per month per empl.(nat.conc.),e
81000,National accounts of the Federation,JAHR,Year,2009,DINSG,Germany,DG,Germany,1621,EUR,VST037,Net wages and sal. per month per empl. (nat.conc.),e
81000,National accounts of the Federation,JAHR,Year,2009,DINSG,Germany,DG,Germany,336.33,EUR bn,ABZ002,Income tax and social contributions of employees,e
81000,National accounts of the Federation,JAHR,Year,2006,DINSG,Germany,DG,Germany,157.32,EUR bn,SOZ003,Employees' social contributions,e
81000,National accounts of the Federation,JAHR,Year,2006,DINSG,Germany,DG,Germany,224.025,EUR bn,SOZ002,Employers' social contributions,e
81000,National accounts of the Federation,JAHR,Year,2006,DINSG,Germany,DG,Germany,660.419,EUR bn,VST013,Net wages and salaries (national concept),e
81000,National accounts of the Federation,JAHR,Year,2006,DINSG,Germany,DG,Germany,965.846,EUR bn,VST006,Gross wages and salaries (national concept),e
81000,National accounts of the Federation,JAHR,Year,2006,DINSG,Germany,DG,Germany,2826,EUR,ETG006,Compens. of empl., monthly
81000,National accounts of the Federation,JAHR,Year,2006,DINSG,Germany,DG,Germany,148.107,EUR bn,STEU18,Income tax,e
81000,National accounts of the Federation,JAHR,Year,2006,DINSG,Germany,DG,Germany,1189.871,EUR bn,ETG004,Compensation of employees (national concept),e
81000,National accounts of the Federation,JAHR,Year,2006,DINSG,Germany,DG,Germany,2294,EUR,VST036,Gr.wages a.salaries per month per empl.(nat.conc.),e
81000,National accounts of the Federation,JAHR,Year,2006,DINSG,Germany,DG,Germany,1569,EUR,VST037,Net wages and sal. per month per empl. (nat.conc.),e
81000,National accounts of the Federation,JAHR,Year,2006,DINSG,Germany,DG,Germany,305.427,EUR bn,ABZ002,Income tax and social contributions of employees,e
81000,National accounts of the Federation,JAHR,Year,2007,DINSG,Germany,DG,Germany,161.625,EUR bn,SOZ003,Employees' social contributions,e
81000,National accounts of the Federation,JAHR,Year,2007,DINSG,Germany,DG,Germany,225.819,EUR bn,SOZ002,Employers' social contributions,e
81000,National accounts of the Federation,JAHR,Year,2007,DINSG,Germany,DG,Germany,679.632,EUR bn,VST013,Net wages and salaries (national concept),e
81000,National accounts of the Federation,JAHR,Year,2007,DINSG,Germany,DG,Germany,998.994,EUR bn,VST006,Gross wages and salaries (national concept),e
81000,National accounts of the Federation,JAHR,Year,2007,DINSG,Germany,DG,Germany,2856,EUR,ETG006,Compens. of empl., monthly
81000,National accounts of the Federation,JAHR,Year,2007,DINSG,Germany,DG,Germany,157.737,EUR bn,STEU18,Income tax,e
81000,National accounts of the Federation,JAHR,Year,2007,DINSG,Germany,DG,Germany,1224.813,EUR bn,ETG004,Compensation of employees (national concept),e
81000,National accounts of the Federation,JAHR,Year,2007,DINSG,Germany,DG,Germany,2329,EUR,VST036,Gr.wages a.salaries per month per empl.(nat.conc.),e
81000,National accounts of the Federation,JAHR,Year,2007,DINSG,Germany,DG,Germany,1585,EUR,VST037,Net wages and sal. per month per empl. (nat.conc.),e
81000,National accounts of the Federation,JAHR,Year,2007,DINSG,Germany,DG,Germany,319.362,EUR bn,ABZ002,Income tax and social contributions of employees,e
81000,National accounts of the Federation,JAHR,Year,1991,DINSG,Germany,DG,Germany,97.745,EUR bn,SOZ003,Employees' social contributions,e
81000,National accounts of the Federation,JAHR,Year,1991,DINSG,Germany,DG,Germany,152.506,EUR bn,SOZ002,Employers' social contributions,e
81000,National accounts of the Federation,JAHR,Year,1991,DINSG,Germany,DG,Germany,502.264,EUR bn,VST013,Net wages and salaries (national concept),e
81000,National accounts of the Federation,JAHR,Year,1991,DINSG,Germany,DG,Germany,712.811,EUR bn,VST006,Gross wages and salaries (national concept),e
81000,National accounts of the Federation,JAHR,Year,1991,DINSG,Germany,DG,Germany,2040,EUR,ETG006,Compens. of empl., monthly
81000,National accounts of the Federation,JAHR,Year,1991,DINSG,Germany,DG,Germany,112.802,EUR bn,STEU18,Income tax,e
81000,National accounts of the Federation,JAHR,Year,1991,DINSG,Germany,DG,Germany,865.317,EUR bn,ETG004,Compensation of employees (national concept),e
81000,National accounts of the Federation,JAHR,Year,1991,DINSG,Germany,DG,Germany,1680,EUR,VST036,Gr.wages a.salaries per month per empl.(nat.conc.),e
81000,National accounts of the Federation,JAHR,Year,1991,DINSG,Germany,DG,Germany,1184,EUR,VST037,Net wages and sal. per month per empl. (nat.conc.),e
81000,National accounts of the Federation,JAHR,Year,1991,DINSG,Germany,DG,Germany,210.547,EUR bn,ABZ002,Income tax and social contributions of employees,e
81000,National accounts of the Federation,JAHR,Year,1992,DINSG,Germany,DG,Germany,107.343,EUR bn,SOZ003,Employees' social contributions,e
81000,National accounts of the Federation,JAHR,Year,1992,DINSG,Germany,DG,Germany,165.56,EUR bn,SOZ002,Employers' social contributions,e
81000,National accounts of the Federation,JAHR,Year,1992,DINSG,Germany,DG,Germany,536.47,EUR bn,VST013,Net wages and salaries (national concept),e
81000,National accounts of the Federation,JAHR,Year,1992,DINSG,Germany,DG,Germany,772.499,EUR bn,VST006,Gross wages and salaries (national concept),e
81000,National accounts of the Federation,JAHR,Year,1992,DINSG,Germany,DG,Germany,2249,EUR,ETG006,Compens. of empl., monthly
81000,National accounts of the Federation,JAHR,Year,1992,DINSG,Germany,DG,Germany,128.686,EUR bn,STEU18,Income tax,e
81000,National accounts of the Federation,JAHR,Year,1992,DINSG,Germany,DG,Germany,938.059,EUR bn,ETG004,Compensation of employees (national concept),e
81000,National accounts of the Federation,JAHR,Year,1992,DINSG,Germany,DG,Germany,1852,EUR,VST036,Gr.wages a.salaries per month per empl.(nat.conc.),e
81000,National accounts of the Federation,JAHR,Year,1992,DINSG,Germany,DG,Germany,1286,EUR,VST037,Net wages and sal. per month per empl. (nat.conc.),e
81000,National accounts of the Federation,JAHR,Year,1992,DINSG,Germany,DG,Germany,236.029,EUR bn,ABZ002,Income tax and social contributions of employees,e
81000,National accounts of the Federation,JAHR,Year,1993,DINSG,Germany,DG,Germany,111.341,EUR bn,SOZ003,Employees' social contributions,e
81000,National accounts of the Federation,JAHR,Year,1993,DINSG,Germany,DG,Germany,167.724,EUR bn,SOZ002,Employers' social contributions,e
81000,National accounts of the Federation,JAHR,Year,1993,DINSG,Germany,DG,Germany,552.53,EUR bn,VST013,Net wages and salaries (national concept),e
81000,National accounts of the Federation,JAHR,Year,1993,DINSG,Germany,DG,Germany,792.943,EUR bn,VST006,Gross wages and salaries (national concept),e
81000,National accounts of the Federation,JAHR,Year,1993,DINSG,Germany,DG,Germany,2342,EUR,ETG006,Compens. of empl., monthly
81000,National accounts of the Federation,JAHR,Year,1993,DINSG,Germany,DG,Germany,129.072,EUR bn,STEU18,Income tax,e
81000,National accounts of the Federation,JAHR,Year,1993,DINSG,Germany,DG,Germany,960.667,EUR bn,ETG004,Compensation of employees (national concept),e
81000,National accounts of the Federation,JAHR,Year,1993,DINSG,Germany,DG,Germany,1933,EUR,VST036,Gr.wages a.salaries per month per empl.(nat.conc.),e
81000,National accounts of the Federation,JAHR,Year,1993,DINSG,Germany,DG,Germany,1347,EUR,VST037,Net wages and sal. per month per empl. (nat.conc.),e
81000,National accounts of the Federation,JAHR,Year,1993,DINSG,Germany,DG,Germany,240.413,EUR bn,ABZ002,Income tax and social contributions of employees,e
81000,National accounts of the Federation,JAHR,Year,1994,DINSG,Germany,DG,Germany,118.821,EUR bn,SOZ003,Employees' social contributions,e
81000,National accounts of the Federation,JAHR,Year,1994,DINSG,Germany,DG,Germany,179.746,EUR bn,SOZ002,Employers' social contributions,e
81000,National accounts of the Federation,JAHR,Year,1994,DINSG,Germany,DG,Germany,553.237,EUR bn,VST013,Net wages and salaries (national concept),e
81000,National accounts of the Federation,JAHR,Year,1994,DINSG,Germany,DG,Germany,806.674,EUR bn,VST006,Gross wages and salaries (national concept),e
81000,National accounts of the Federation,JAHR,Year,1994,DINSG,Germany,DG,Germany,2411,EUR,ETG006,Compens. of empl., monthly
81000,National accounts of the Federation,JAHR,Year,1994,DINSG,Germany,DG,Germany,134.616,EUR bn,STEU18,Income tax,e
81000,National accounts of the Federation,JAHR,Year,1994,DINSG,Germany,DG,Germany,986.42,EUR bn,ETG004,Compensation of employees (national concept),e
81000,National accounts of the Federation,JAHR,Year,1994,DINSG,Germany,DG,Germany,1971,EUR,VST036,Gr.wages a.salaries per month per empl.(nat.conc.),e
81000,National accounts of the Federation,JAHR,Year,1994,DINSG,Germany,DG,Germany,1352,EUR,VST037,Net wages and sal. per month per empl. (nat.conc.),e
81000,National accounts of the Federation,JAHR,Year,1994,DINSG,Germany,DG,Germany,253.437,EUR bn,ABZ002,Income tax and social contributions of employees,e